"A2: field_name (e.g., Hello World)","B2: field_ref (e.g., fields/example)",,code
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Writing & Editing,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Writing & Editing""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Civic & Social Organization,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Civic & Social Organization""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Fundraising,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Fundraising""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Individual & Family Services,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Individual & Family Services""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,International Trade & Development,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""International Trade & Development""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Libraries,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Libraries""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Museums & Institutions,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Museums & Institutions""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Non-profit Organization Management,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Non-profit Organization Management""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Philanthropy,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Philanthropy""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Program Development,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Program Development""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Religious Institutions,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Religious Institutions""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Think Tanks,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Think Tanks""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Governmentministration,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Governmentministration""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Government Relations,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Government Relations""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,International Affairs,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""International Affairs""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Judiciary,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Judiciary""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Legislative Office,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Legislative Office""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Political Organization,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Political Organization""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Public Policy,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Public Policy""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Law Enforcement,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Law Enforcement""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Military,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Military""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Public Safety,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Public Safety""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Commercial Real Estate,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Commercial Real Estate""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Real Estate,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Real Estate""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Airlines/Aviation,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Airlines/Aviation""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Gambling & Casinos,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Gambling & Casinos""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Hospitality,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Hospitality""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,"Leisure, Travel & Tourism","{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Leisure, Travel & Tourism""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Recreational Facilities & Services,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Recreational Facilities & Services""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Restaurants,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Restaurants""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Sports,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Sports""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Retail,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Retail""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Supermarkets,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Supermarkets""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Wholesale,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Wholesale""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Computer & Network Security,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Computer & Network Security""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Computer Software,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Computer Software""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Information Technology & Services,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Information Technology & Services""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Internet,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Internet""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Import & Export,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Import & Export""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Logistics & Supply Chain,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Logistics & Supply Chain""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Maritime,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Maritime""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Package/Freight Delivery,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Package/Freight Delivery""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Transportation/Trucking/Railroad,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Transportation/Trucking/Railroad""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Warehousing,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Warehousing""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,Alternative Medicine,"{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Alternative Medicine""},"
Industry,/fields/XrcMO9kfRnz3X63BqgHg,"Health, Wellness & Fitness","{""field_name"":""Industry"",""field_ref"":{""__ref__"":""/fields/XrcMO9kfRnz3X63BqgHg""},""property_value"":""Health, Wellness & Fitness""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Academic Director,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Academic Director""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Academic Director Reporting Manager,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Academic Director Reporting Manager""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Academic Tutor,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Academic Tutor""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Account Assistant,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Account Assistant""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Account Executive,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Account Executive""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Account Manager,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Account Manager""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Account Planner,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Account Planner""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Account Services Representative,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Account Services Representative""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Account Specialist,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Account Specialist""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Accountant,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Accountant""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Accounting Analyst,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Accounting Analyst""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Accounting Assistant,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Accounting Assistant""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Accounting Associate,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Accounting Associate""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Accounting Clerk,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Accounting Clerk""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Accounting Coordinator,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Accounting Coordinator""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Accounting Intern,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Accounting Intern""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Accounting Manager,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Accounting Manager""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Accounting Payroll Manager,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Accounting Payroll Manager""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Accounting Representative,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Accounting Representative""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Accounting Specialist,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Accounting Specialist""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Accounting Supervisor,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Accounting Supervisor""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Accounts Payable Accountant,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Accounts Payable Accountant""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Accounts Payableministrator,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Accounts Payableministrator""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Activities Coordinator,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Activities Coordinator""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Actor,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Actor""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Actor Model,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Actor Model""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Actuary,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Actuary""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Adjunct Instructor,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Adjunct Instructor""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Adjunct Professor,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Adjunct Professor""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Adjunct Professor Of Computer Science,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Adjunct Professor Of Computer Science""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Administrative Assistant,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Administrative Assistant""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Administrative Assistant to Director,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Administrative Assistant to Director""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Administrative Associate,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Administrative Associate""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Administrative Coordinator,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Administrative Coordinator""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Administrative Fellow,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Administrative Fellow""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Administrative Officer,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Administrative Officer""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Administrative Resident,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Administrative Resident""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Administrative Secretary,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Administrative Secretary""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Administrative Support Specialist,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Administrative Support Specialist""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Administrator,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Administrator""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Admissions Counselor,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Admissions Counselor""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Admitting Clerk,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Admitting Clerk""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Advanced Engineer,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Advanced Engineer""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Advanced Practice Nurse,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Advanced Practice Nurse""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Advancement Officer,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Advancement Officer""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Advertising Sales Executive,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Advertising Sales Executive""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Advertising Specialist,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Advertising Specialist""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Advisor,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Advisor""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Advisory Consultant,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Advisory Consultant""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Advisory Manager,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Advisory Manager""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Advocate,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Advocate""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Agency Account Manager,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Agency Account Manager""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Agency Lead,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Agency Lead""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Agency Sales Manager,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Agency Sales Manager""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Agent Assistant,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Agent Assistant""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Alumni Relations Manager,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Alumni Relations Manager""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Alumni Relations Specialist,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Alumni Relations Specialist""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Analog Design Engineer,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Analog Design Engineer""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Analyst,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Analyst""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Analytical Chemist,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Analytical Chemist""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Analytics Consultant,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Analytics Consultant""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,and Safety,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""and Safety""},"
Job Title,/fields/2XlwlPA4bVVBuF0wfmiK,Anesthesiology Resident,"{""field_name"":""Job Title"",""field_ref"":{""__ref__"":""/fields/2XlwlPA4bVVBuF0wfmiK""},""property_value"":""Anesthesiology Resident""},"
